user_id,actual,own_rec_baseline
1218,"[  844165   849843   857736   895652   903350   948832   974524   988716
  1037340  1063207  1070820  1082185  5569327 15926844   855325   893118
   927360  1071377  1077490  1083070  6534166]","[857736, 1065979, 1033913, 5565784, 894968]"
1219,"[  992985 10312148 10312224 13986925  1127758   934369  1094585   980386
  1044895   878302   985119  1044078  1055863  9526563   860975  1069979
  1134058   903567   905782  1133018  1033142  1132770  1000917 10204488]","[13987135, 1047987, 1138132, 9420336, 1033234]"
1221,"[ 1029743  1110572  8288843   897811   933230   948670   949294  1038691
  1087986  9297463  1070076  1072494  9553307 13213522 16769707]","[915493, 1027808, 889649, 1029112, 900311]"
1222,"[  848319  1005186  1042616  1076056  1091090  5569230  5569845  5570383
  5995439  9337581 17903196 12599655   837012   841037   854852   857849
   860776   891337   892314   910032   914107   926692   937413  1025759
  1037840  1043805  1055646  1098066  1125123  1130832  6534480  7433054
 13416093 13512572 15596607]","[1031316, 849505, 1036753, 920724, 895930]"
1223,"[ 861641  934434 1082627  926025  982790  999971 1029743 8090521 8090537
 8090545 9837153]","[1002459, 969419, 8205418, 992826, 1021324]"
1224,"[  864063  1086818 15629778 15630096   833273   951590   971325  1043590
  1094585  1127758]","[1022066, 1109778, 1043006, 869195, 920191]"
1225,"[  850044   990814  7142535   824193   824555   833866   840601   859121
   867293   871754   874058   892112   904023   910161   923705   927191
   929668   932298   938599   958046   961269   987628   989075   992977
   994149  1008673  1014810  1019497  1022003  1029171  1039954  1053058
  1053763  1058779  1068832  1069788  1074271  1082185  1091520  1137680
  5592931  6463742  7167903 16809471   838602   879152   908064   982153
   994262  1029743  1059994  1083721  1113460  1127624  5568378  5569327
  9487603  9487927 12386080 15925334]","[997011, 1019637, 16809471, 917277, 949377]"
1226,"[  819978   862349   864557   878996   891752   895652   916122   919423
   921504   935796   948040   951590   961133   970941   976100   982291
  1010571  1054262  1070015  1072693  1082185  1089568  1117039  1128240
  1130716  1133018  5566803  6463709  7441271  9419415  9878738 12988031
 13672065 15629778 17168966   833025   837579   859075   868015   908846
   910439   915349   949742   960999   961554   979707   993638  1012556
  1029272  1031892  1041259  1042907  1081177  1096635  1099510  1101721
  1135476  5568197  5590158  6534035  6534480]","[1117039, 935796, 1026748, 881047, 1029112]"
1227,"[  930344   948670  1022097 17171073   821845   840227   861961   883313
   905636   907061   941033  1018397  1026699  1059763  1071658  1082185
  1104343  1110867  1115874  1135476  5569230 10285185 12171206 12172154
 12262778 13986272 15926886 16809649 17249767]","[5747420, 1051878, 1052920, 6391133, 1082269]"
1228,"[ 1005186   859075   866227   870452   900418   939578   983795   994928
  1004906  1035321  1042438  1058997  1082185  1103556  1133018  7024816
  9553034 15924982  6534178   862101   862987   921514  1007746  1009924
  1083846  8359154 12731408 13189945 16769555 16770135   844796   906017
   942151   943076   955659   957950   962568  1022254  1074362  1092446
  1104229  5569379  5591939  9885544 10356076 12262992 12781924   849843
   896369   900802   909714   998621  1032248  9836415  9885374  1063207
   940980  1130468  6602327 12262830 16122293   901062  1018588  1115800
   887962   929575   962274   976872   978313  1004341  1005935  1027610
  1069454  5978656 15597054   861272   868971   869052   878996   898980
   903745   907994   989333   998037  1003178  1020881  1080279  1128665
  1135310  6034249  7441391 12131961 12172070 12696183 13842214 15596984
 15741963  1040371  1087986   929726   951221   997296  1055072  5569471
  5586269   825180   866211   908846   918921   944823   958549   961554
   995852  1037863  5587938  9677478  1116253 10311414 13382402   938122
   985808  8091550   949965  1020682   836406  6533285  6534579 15596623
 15741787   831296   862885   866140   872595   949129  1073718 13945201
   976065  7167963 12263027   880234  1006483  1063707  1109463 13190349
  1089679  1109367 10255307  9264878   915621  9704801  1110779 13945181
 17381676  1104414  9368337 12427727]","[983795, 1065538, 1115800, 8203710, 13210128]"
1229,"[  821612   844539   845208   861792   909479   911824   962568   992139
  1033220  1046794  1068662  1072685  7463176  7467081   820165   831545
   841309   848471   848586   885710   897811   900802   909714   916122
   921763   926916   944486   951954   953561   956599   957736   958008
   965842   968215  1000237  1026235  1032156  1037332  1042438  1070820
  1087081  1096921  1110764  1112441  1116596  1117143  5995281  6423911
  7168456  7409907  9676830  9677551  9705603  9707078 12778045 13072730
 13512672 15569954 15629846 15630080 15736860 17901020   835098   872369
  1043666  1079820  1115576  1131490  1136719  1139216  5569230 12731714
 17214320  6534178   833609   833647   849018   943797   958450   969403
   985271  1006184  1067820  1082185  1100368  1118963  5568191  5978656
 12172005 13504479 15830680 15925089   951074   821787   824072   834484
   849466   858649   901523   902292   910109   947312   947441   951412
   961554   970747  1005820  1007752  1040435  1041259  1053924  1069733
  1090258  1108152  1113141  1134633  1135476  1137688  5569845  5580166
  5581232  6704144  9488064 10121965 12171656 12330630 12384870 12811532
 13071902 13512350 16809053   849205   947436  1039965  1075707  5579594
 13876775 15507777 15596770   827856   829645   855279   863447   871011
   892573   899203   917660   921288   938700   944376  1013321  1016286
  1022374  1080331  1115175  1126085  1129709  7467026  9676767  9832514
  9859052 14106445]","[869195, 5995281, 921288, 823099, 894439]"
1230,[  893501   969231  1134222 13213344  1107373],"[5578856, 1082990, 8019273, 1067749, 1065538]"
1231,"[  826249   851508   866778   970119   994928   995242  1031326  1055646
  1123536  1132968  6534881 10149640]","[961991, 8359154, 998843, 894439, 5588942]"
1234,"[  843819   859592   871570   914361   923776   947211   969403   995242
  1036930  1044078  1062966  1094736  1134011  5568228  6463451  6463808
  7086848  8090532  8090546  8119135 10285106 13381722 13654702 15973172
 17105257   891632   916990   923746  8090533   820752   842707   867020
   891961   908089   933354   953180  1100691  1102003  1109680  1115576
  5568378  6533362  9704750 12384365 15596626 15831419 15831533 16770156
 18120821   821464   826120   828393   859160   881047   885356   889070
   898847   906234   913144   922460   927046   937413   970119   976199
   991874  1011502  1017195  1024306  1026235  1027691  1059904  1065979
  1087665  1110843  1123460  1126786  1126895  5567622  5568125  5568657
  5592427  5995158  6533936  6551913  6602264  7410348  8118584  8118768
  9419585  9419648  9527184  9829205  9912044 10285023 10309712 12172239
 12599585 12984227 13133557 13381518 13877287 14025185 15596694 15686994
 15831370 15926507 15972433]","[916990, 1102003, 1042702, 1127716, 847066]"
1236,[1052214],"[1037840, 834833, 1107289, 1019832, 1001148]"
1238,"[  833724   891866   913623   920725   995242  1000050  1034462  1082185
  1118787  1125123 12263788 13115579   862445   883932   897811   906838
   908531   917826   946977  1098066  1107373  9884484  9884675 12263035
 12263279 15596323   897306   914190   916122  1000908  1018740  1137775
 15629778 15926775 16769555   899624   907014   919051   952146   962229
   974904   995876  1004390  1022003  1067185  1077555  1101010 12810466
 13115950 16805728]","[879922, 5567601, 1098435, 905436, 6773204]"
1240,"[  958353   944836   987562  1009128  1049906  1050381  1081177  5568378
 13006868   824005   860776   871033   882941   897953   905459   908408
   908846   913210   916993   923746   927291   935218   935393   941484
   951412   962568   970202   991444   995785   998506  1010745  1044259
  1082185  1095944  1096738  1099510  1109374  1119051  1130029  6034857
  9677366  9833549 12731436 13073103 15972298   825541   841872   874058
   894499   895268   897954   965842   998583  1003616  1060469  1101910
  1101959  1126899  5566928  8157935  9213671  9676851 10200563 14025498
 15777819  9673830   835864   880454   925112   959773   985524   989830
   996269   999250  1048893  1054945  1083328  1085670  1097116  1098681
  1116821  9912044 10311656 12171340  6534166   828935   840361   865718
   870515   904105   912704   944249  1033142  1036930  1088234  1124729
  5564303  1069506 14025374  1086384  8292844   833715   854852   880427
   903233   908318   911812   916122   929726   954759   977654   981660
   988313  1026058  1027039  1070559  1101477  1108854  1120326  6534167
  7167967 10457044 15973232  6533889   898187   980448   996207  1100049
 13190588 17169206   848988   856345   860248   878996   892531   899019
   913785   935933  1039682  1055504  1068715  1085137  1115175  1128938
  6391384 12384565 14025461 15972074]","[1044259, 935578, 1054483, 1071446, 897083]"
1241,"[  823788   824977   826666   827656   839605   845265   850102   851819
   864959   865456   877137   897671   902094   908213   912147   930137
   933527   941883   951590   955921   962185   965889   981760   992933
   994685   995896   995916   999714  1011678  1022827  1029743  1038217
  1038663  1041796  1042942  1059902  1074754  1083787  1102456  1104649
  1107839  1137346  6773016  7410220  9526432  9677109 12263692 12731447
 13189919 13213112 13877305 14077333 15511891 15571290 15659991 15921523
   845208   859160   890695   921836  1000908  1013407  1020604  1029479
  1111986  1132789 12731432 13910516 15830680 17900896   949023   835618
   849202   861341   864774   892616   893415   907631   913785   940217
   978913   995276  1017201  1035121  1086740  1096036  1122405  1133018
 10457110 15926887 16733996 17971670   823646   857262   875647   902944
   927030   954110   966170  1016003  1094723  1138077  5584615  7441102
  7441192  8180972  8181417  9835947  9835960 17104444 17381676]","[821741, 5569135, 1089108, 1138858, 965889]"
1242,[ 946681  962568  966358 5591083],"[1019247, 853221, 1024319, 8019233, 915064]"
1245,"[  848659   860776   861706   988716  1112205  1129207 16122466   849098
   908489  1037840   874736   879948   882441   903745   907994   920308
   981760   987480   989354  1051069  1072330  1080414  1118393  7441391
  7441558  8160319 10457110 12696183 15777852   834484   871033  1003188
  1130731  1014182 13777546  6534178   852182   864143   870980   908064
   942088  1035690 12172070 12731808 17214971]","[849098, 914753, 8205731, 989354, 936117]"
1246,"[  901711 13416520 17900967  6534178   999373  1008172   826790   879734
   907945   938700   942045  1030455  1042476  1064380  5981353  9195156
 10356604 12757114 13911530 14111641   871071   871882   964462 13115637
 13115880]","[1097635, 1137507, 860703, 909750, 862822]"
1247,"[  821025   825134   834022   847270   879876   890610   897270   901062
   904360   920638   921504   954994   961554  1004906  1009449  1029743
  1082185  1083846  1104649  1116821  1117690  1126899  6391381  7169034
  7442007 12130733 12731467   904422  1039028 13007986   820560   823704
   826249   827261   845208   870780   873911   901840   945273   947211
   951590   968668   981760   992933  1001827  1015548  1026788  1040807
  1055737  1060005  1085780  1107839  1110695  1124674  1135476  7168026
  8203601 15483431   853287   879755   898829   900802   924531   961620
   991546   996892  1135995 10122043 13876458]","[1117690, 1058939, 1099945, 8066803, 1009449]"
1248,"[  838487   865511   880000   885290   887661   888054   899565   903123
   905913   918335   925862   931671   941183   951590   971922   987122
  1002558  1044078  1095040  1096458  5566931 14077333 15596955  1125837
  1136629 15452343 15778434 15778485  6534178   826695   826860   829291
   838733   846764   863885   870547   876695   883932   901306   901460
   910161   913745   914753   934507   940766   944466   950756   953561
   958700   964977   998363  1001827  1007414  1009343  1022981  1023466
  1028738  1065879  1074223  1075918  1076571  1082185  1083722  1089066
  1097422  1104205  1106523  1127817  1130944  5591154  6463464  7409664
  8019916  9296919  9333437  9832469  9881593  9884675 12132277 12384431
 12385340 12386187 13008469 13072858 13158064 15452836 15686676 15741861
 17241675   978879  1013626  7433054 15741870  6772734]","[914753, 13158064, 915459, 903123, 5568661]"
1249,"[  843304   861701   864557   870327   889965   900370   928555   986393
  1019286  1023868  1049348  1071554  1135959  5995597  6396561  6396581
  7440663  9802529  9802643 13842139 18006037   972931  1096643  1106523
  1123792  7025106 12811532   885447   930917   931532   938700   953476
   956609   997309  1030819  5565904  5574409  6904858 12330770 13910384]","[914753, 1063739, 969419, 7025106, 7409670]"
1252,"[  843756   970119   999973  1009368  1025641  1028275  1055499  1089954
  6463534  6464101  6602654  9837076 17329899  8090533]","[867607, 8090533, 1126310, 1100410, 1029112]"
1255,[  945756 12525019  5580793],"[7443013, 1010164, 1138292, 894439, 13417590]"
1256,"[  824305   842707   863699   871611   878996  1000614  1033142  1064086
  1082185  1085435  1100177  1116821  9527309   837969   843891   911812
   923091   936355   986912  8118702   867519   940487  1000542  1055504
  1137688 13094913]","[1058939, 857176, 962266, 1126711, 1122112]"
1257,"[  880253   951412   952399   961554   986947  1045150  1070538  1082185
  1093113  1117336  7410290  9653535 12385375  6534178   824005   824074
   866211   951102   994928  1058997  1088544  7410215  7410304  9707137
  9827666 10457313 12384564 15452734 15595945 15596249 16733706 16809644
 18005872]","[999090, 880253, 847207, 1033913, 7410215]"
1258,"[  842602   917031  1006516  1040693  1047256 10121965 10285005 13072779
   847344   883932   950098  1022003  1075074  1101174  6633135  7409824
  9296925 13417502  9831882 18104791  6534178]","[5995281, 821787, 5570513, 852600, 999563]"
1259,"[  826249   848878   883404   892378   901397   917816   926903   960732
   970119   993804   998444  1007437  1058997  1082185  1126870  8177622
 12301405 12781512 15926775 15926927]","[926903, 1121636, 985911, 1126870, 6533608]"
1260,"[  828450   836745   838729   838733   840361   842434   848071   867469
   891141   901062   901666   901888   902396   913406   922127   925425
   931671   940071   941198   947146   949257   998444   999104  1003302
  1004458  1005921  1028302  1043142  1043973  1049313  1051516  1055504
  1058997  1067748  1068562  1076199  1079938  1082185  1101956  1102949
  1103154  5570882  6040065  8159106  8160430  9487534  9859128 10150063
 10355866 13504403 13910635 15596383 15972790 17214322  5567143  9368203
   835972   932424   958153   986947  1042697  1092303  1126294]","[949257, 925425, 9859128, 6552253, 867469]"
1261,"[  845705   860975   876806  1013167  1020184  1126310  6513604 12263788
 15716589   870843  5565352  8205731   840227   878758  1107159  1133157
  7110465 15595903 16733319]","[1126310, 1100410, 1056212, 1034837, 1050543]"
1262,"[  856060   883068   899624   915621   973861   984663  1030819  1048483
  1114128  5567502  5568378 13007355   821083   938265  1029743]","[869195, 919999, 1087287, 870018, 8273950]"
1263,[  874972   877017   882305   980259  1011298  9527424 18118989],"[835578, 10198378, 1016800, 877175, 961991]"
1264,[  839849  1014388  1038703 15573558],"[916990, 10457128, 877193, 1107553, 6979579]"
1265,"[ 835715  840361  860975  918733  924531  936634  995242 1046968 1070716
 1082185 1099656 1127624 5569327 6464180]","[1054402, 879504, 1070716, 1046968, 1121624]"
1266,"[  833577   839147   840601   893149   941854   973916  1025611  1074521
  1076875  6633075  9194207 10204822 13911650  1008172 13417894 13417899
 13775536   836445   847789   889731  6602697  7167249 18105225   913202
   994262  1127624]","[7167249, 1083328, 8203851, 9297615, 10345155]"
1267,"[  837720   862349   900667   953476   961554  1005186  1096099  1110142
  1119051  6034857  7431989 12262830 13416375 13671680 13842090 14025461
   925112  8293560 16809056 17329327   827009   851952   887953   895395
  1026737  1092424  5568542  8154405  9835509]","[9189814, 13842090, 979239, 1033913, 968774]"
1269,"[  835861   956671   967395  1115874  1125390  1126528   890604 12524174
   960984   988693  1082700 12731714]","[1101589, 1031316, 6533368, 1057260, 870420]"
1270,"[ 1000753  1134815  9297223   833866   835496   901306   908846  1005921
  1024306  1025650  1026118  1028816  1062002  1083846  1106523  1127179
  1137688  5567037  5569845  5573375  5586918 12171559 13002975   880741
  1033186  1041259]","[887219, 1070803, 6464144, 1025650, 5573375]"
1271,"[  821200   847066   864279   878996   884686   885639   904422   935126
   947412  1038217  1077555  1082185  1129300  5568828 17214322   845208
   880150  6034966   838882   896369   925164   977658   995242  9836300
   879948   890999   987480  1072330  1072483  7441391  9297191 15574283
   834484   852065   872137   894968   896761   900185   965842   970792
   997096  1028816  1028995  1063993  1120362  1138953  6533936  6554188
  8181382 12301117 12731808 13115813 13945244 13987328  8067309 12485332]","[864279, 978343, 6533936, 935126, 1100265]"
1272,"[  868764   892314   953377   974766   979707   981660  1005186  1035321
  1044548  1057836  1110263  1111207 13512060 15797145   852360   858373
   882289   893651   894791   907309   962568   995242  1018397  1020729
  1108152   821083   822985   825659   856252   859129   865330   882604
   905436   916122   928293   955370  1045150  1049897  1058942  1060912
  1077312  1092160  1096343  5978656  6919458  9338009  9677367 14106445
 15831370   944836   852864   858918   891171   925235   940947  1039156
  1065021  1077285  1088634  1107553  6602697  9832156   866528   898068
  1007152  1020823  1070845  1135476  6773108  9832628  9858742  9859128
 12577242 17291608 17991691 18183625   908856   979022  1023196]","[974766, 10150078, 837969, 6514085, 905436]"
1274,"[  831587   834797   859237   883912   937046   989409  1022795  1033372
  1073884  1082185  1092750  8090537  9570173 12384864   861272   870211
   879504   902362   911502   923149   937405   951590  1004867  5569792
  6534030  8090536 13945244 15926712 16809204   955370   992010  1021139
  1070820  1105450  1118244 10285373 10342101   862799   909338   914753
   961791   963835  1024875  1089045  1114268  6533681  9419441 13213676
  1091342   879948   987480  1128665  1132789   840890   865528   882496
   967411   998536  1002475  1061203  8090521 10149640]","[5569792, 5568072, 879504, 5567874, 1027039]"
1277,"[  921614  1106523  1130858   838258   916122   928036   977268   997506
  1029289  1060180  1092026  1093359 12132312   850765   858373   885710
   896292   909349   915991   923746   924475   971325  1006483  1017966
  1116527  5572738  6534178   847901   849098  1055853  1090884  5995597
  6442964  7167853  8090521  8090542 10204822 12487657 15596355 15972870
 17328711 17330178 13416167]","[1006483, 1090884, 1116635, 1033913, 828557]"
1278,[  932298   937845   939527  1103902  1132445 13877256],"[1108094, 6554400, 954102, 841905, 1124971]"
1279,"[  863447   907014   912681   969866  1004906  1033683  1043590  1054030
  1077267  1086038  1130357  7155863   854539   865528   866043   950206
   951590   981760  1040935  1047619  1093730  1104649  1106523  9575582
  9673980  9676866 12524439 13512938 15596219]","[1086038, 1092446, 1038745, 898980, 939442]"
1280,"[  920432   925579  1022433  1058997  7442180  9527183 12131942 12384952
 12385554 17901218]","[5668996, 949377, 1119374, 862651, 833556]"
1281,"[  847270   849257   872137   882013   882830   883400   928932   941183
   961458  1018588  1026984  1028891  1043973  1070015  1117584  1129609
  9705473 16097609   837304   913785   948384  1048440  1107173  5995340
  6514227]","[1033913, 1112825, 1021133, 901976, 1043920]"
1282,"[  967757   981760  1070015 12731544   820752   948953  1067011  9420312
   833935   847789   877447   883404   885863   939965   940700   943233
   947798   952317   963228   990797  1085403  1131321  5568201  5568378
  5569327   865330   910673   975678  1025581  1098066 12949590 15483291
   918086   946681   966358   999779  1033615  1043590  1095068  1096317
  1099905  5585510  9527292 17248491 17248577   981686 17169206   952981
  1084331 12670071]","[1096573, 851188, 850652, 884897, 928932]"
1283,"[  849843   913490   945611   951976  6548156 15972479   938700   965766
  1081177 10456015 15717045]","[830795, 948420, 5568964, 962522, 988697]"
1284,"[  903567 15801096   838186   877175   920308   928940   933527   937928
   938139   938700   951590   955914   973861   995896   999134  1013321
  1106301  9913338 15452836 15926886   875373   899624   832526   844462
   864893   893018   896457   905636   909338   951881   972931   992826
   999779  1047249  1092176  1123792  6034222 16729296   999971  1034176
  1129322  7147133 17290588]","[918638, 864893, 1098284, 877175, 920308]"
1285,"[  829459   865891   908531   915041   916122   938141  1004585  1026712
  1065593  1100661  1106523  1109408  1128240  1139651  9526313  9527223
 13008321 17105006   819304   824642   826249   827271   834842   899580
   925364   947201   954778   962343   981240   992870  1034686  1035676
  1039348  1039464  1054814  1058779  1069621  1075918  1098066  1101173
  5571248 12349795 13842214   822953   831390   921504   949377   970605
   985999  1056162  1134522  5569230 15596871 15926886   856772   955259
  1039156]","[829459, 899580, 907281, 1102003, 1109408]"
1287,"[  862349   865196   890610   943169   948650   970619   982960  1065556
  1082185  1132280  1133018  8160430 12757377   828328   847344   861272
   899459   952563  1038437  1039156  1067565  1117484  5564602  5568378
  9527158   826249   837270   841584  1091410  1130375  5978656  8019522
 10141644 10356789 13038869]","[981591, 1015781, 927851, 865196, 1130375]"
1288,"[  862349   862671   897954   921800   922102   923746   998741   999971
  1058754  1075214 12949607 14025541 15686957]","[1090587, 965555, 909396, 990984, 1135059]"
1289,"[18005260 18006036  1037894  1068745   927191  1096622 10312172 13095132
  1036431   950161  1121410   892008   868971   859237   862035  1113584
 15742249   907418  1085604   866172  1105426  1016538  1042438   856772
  1054644   879701 18005394   822484   887783   848355  1055863   924804
  5580793  1122091 18004970   999581]","[885750, 13511722, 1064213, 999631, 1055155]"
1290,"[  851231   860776   872342   873527   890612   912999   913202   929309
   934427   951102   971165   979239   981760  1016302  1045220  1053690
  1058779  1074524  1081177  1101173  1101257  1117336  1131380  1135071
  6552254  9526563 12649328 13671433 13876590 15452873]","[919999, 1027421, 13512060, 871433, 13007411]"
1291,"[ 827047  871611  882013  991592  998270 1046968 1060363 1079840 1121360
 1126808 9526672  897306  904435  927277  985353 1009662 1012801 1040788
 1102959 1133312]","[923780, 935578, 851188, 1087362, 5587043]"
1293,"[15452905   820165   959409   969419   978965   999971  1102453  1111839
 15687116 12384775  1088835   852998   944178   995785  1004906  1025650
  1044078  1132770  6034249 15926886   865330   898980   940700   958016
   988572  1043590  1074509  1126922  7410304  7443351 12810345   882441
  1044955  1079699  1124695 10285144  1120741]","[959409, 969419, 988572, 1001148, 1002459]"
1294,"[  905501   909894   938138   946995   995965  1002806  1048563  1126899
 15564572 16098781   819063   829291   840361   842707   849843   865456
   868423   870909   878996   879734   898212   901062   929726   933303
   938972   941734   941754   961554   961747   962568   963703   982790
   985579   988778  1022119  1027168  1028816  1030282  1041259  1055863
  1081177  1082185  1085780  1088836  1109371  1110692  1118417  5568721
  6979030  7024847  8181355  8276172  8358065  9677236  9884698 10122037
 10309225 12696183 12781803 13381584 13416452 13876901 17900997 18006008
   820165   843756   845208   847270   859010   866082   871680   910184
   953134   963336   970600  1018818  1040693  1058997  1062001  1138474
  5568197  5570022  5591154  9526425 10311836 10355637 12487759]","[884694, 12782182, 908346, 1067749, 1052920]"
1295,[911778],"[1052920, 1096791, 1101589, 821730, 7166723]"
1296,"[  838738   868588   878026   930917   951590   982790   995242  1005186
  1030182  1119942  6423911  6632779 13115579   860362   889649   925164
   935578   987480  1016800  5566967  7467039 15629778   879948   884145
   933060  1032532  1036852  1063578  1101567  1130763  9265500 12757123]","[935578, 9526628, 838738, 1113721, 1070076]"
1297,"[ 6534178   854852   866063  1026118  1053628  9337808   870515  1003600
  1021599  1082185 15715889 16769936 15557304 17104074 17284297   893501
   910291   938700   949431   968215   970747   995852  1007269  1053537
  1055863  1070803  1103752  1124729  1133018  1134174 10457518   847270
   848071 15926864 15926886   848154   901452   931324   934369   970202
   970792  1008316  1081177  1100728  1135476  7409969   837167   867519
   956067   987838  1037863  1058997  1117514 12262492]","[867138, 1070803, 1076587, 970160, 5565151]"
1298,"[  884518   944139   995242   998558  1018740  1021116  1094746  9416729
   824555   835576   848681   849264   852846   859010   865511   866140
   889311   898068   900491   915459   917494   921744   923746   951526
   952981   953339   955043   955370   961554   962118   972742   973673
   999971  1003188  1027773  1036289  1036432  1053763  1058779  1070214
  1094955  1100872  1118598  5568789  7025326  7409874  9297270 10281773
 12132312 15592590 15597022 15717057 15717288  1036159  1075232  1084331
 10149640]","[955043, 5571444, 931255, 972657, 942792]"
1299,"[  825753   835864   857849   973868  1125739  5591154 18005477   863407
   986150  1103147  1119546  5978656  6396372  6552485 17241935   820321
   823758   825412   825616   834117   837940   839419   842140   843929
   847789   848029   850133   853553   866227   883404   884020   897125
   897678   906421   915115   921863   938622   953555   978937   985716
   990797  1001745  1002484  1016129  1057513  1062001  1104831  1105623
  1110983  1132231  1135848  1138046  5568869  5569230  5569327  7441572
  8090521  9553340 12385375 12810391 12987861 13945244 14025154 15800707
 15926844 15926886 16827662 17104780 17248344]","[1006555, 1016129, 853553, 1008212, 1043663]"
1300,"[  825075   829323   836917   857503   873654   884677   900667   903325
   916381   918688   927191   930603   932298   934451   944137   947211
   947220   978129   986921   995242  1001412  1005614  1005911  1008714
  1011578  1041259  1055646  1058997  1065785  1066641  1082185  1102453
  1118235  6034966  7138232  7409941  7409969  7410168  9445919  9654922
  9878740 12811477 12946027 13115898 13511475 14077330 16809431   905308
  1029272  6602289  9297463 10121965 17290823   840361   843171   853448
   883003   956435   961631  1005186  1035843  1065903  9363396   885023
   826004   850058   857390   862101   866211   892862   904435   923746
   937043   940980   943513   959638   962274   964011   995785  1003600
  1014458  1019780  1023720  1026118  1043830  1051093  1055504  1068715
  1071342  1090017  1092026  1104343  1117514  1118627  1135476  1137688
  5567901  6034857  6602341  6704162  9245108  9655242  9802706 10122037
 12524661 13007499 14025166]","[16809431, 1051093, 1090017, 9245108, 853448]"
1303,"[  826860   832768   842522   843339   849315   849843   850533   851676
   856515   870780   875118   883004   883404   893651   896862   901066
   905582   906844   906883   933303   944466   951412   957013   959272
   961554   970619   976199   989069   989181   997309  1029737  1029743
  1033562  1039857  1049708  1064380  1077359  1077490  1123254  1125197
  1133254  1138854  5580239  5591154  6463523  6463607  9245098  9527187
 12523946 13945181 14077719 14106445 16100486  6534178   879755   903768
   913270  1110843  1134454  7431990]","[1118946, 972312, 1005172, 8090539, 906844]"
1304,"[  869604   931324   990440  1122085 15926725   921475   951135   964151
 15971574]","[935796, 1118623, 1122085, 849098, 1138772]"
1305,"[ 826249  845193  856772  859010  878637  886787  892844  905996  906838
 1051323 1058405 1133018  840361  896958  921763 1069538 1106523  820347
  869322  869577  908531  918390  982790  995876 1103808 9419585 9419648
  849870  934112 1060269 1092026 5568995 5569230 5570048]","[1112242, 1104349, 1069538, 939681, 1060269]"
1306,"[  857849   907128   932182   938700   943088   951526   956486   995242
  1009770  1013321  1046047  1068719  1075337  1077267  1096635  1104744
 12731466  7166861   835296   840361   851146   864722   870515   871252
   872066   895272   897954   907392   911470   917174   930009   930603
   937036   938461   939527   956550   961554   968215   973868   980937
   987480   991064   992077  1013572  1037863  1043766  1045150  1051764
  1082185  1113675  1131321  1137688  5564303  5574409  5583623  6034648
  6034857  6533333  6602697  6602725  7169034  8293385  8354560  8354562
  9419401  9420122  9420282  9527549  9836460  9837092 10254765 10457518
 12385589 12487113 12810393 13115641 15596568 15926775 17179012 17214320
 17249096  1072438   983016 17938236   907418   915874   920081   967395
  1085333  1103902  1108131  1127758 10312139 13213121 13213357 13213410
  1075214   821735   854852   862751   981521  1058754   844179   859075
   891426   892531   985427  1024731  1123022  1103445  1100973]","[861701, 910333, 896761, 940332, 821970]"
1307,"[17290664   901062   928850  1082185 17215026  1006483   919427 13511722
  6534178  5569230 17214733 18104617   863493  1036850  1025805 12673433
 17104566   843896   886964   967957  1137688 12604409   922127  1044681
  9187298  1063207  1110572]","[9802914, 5585966, 9297574, 890536, 5586658]"
1310,"[  910745  5585510  6034857  9833656 13417048   849843   931297   985999
  1058997  1135476]","[1068957, 822677, 1082990, 1133827, 1093721]"
1312,"[  837139   847270   854852   856435   879752   937358   941307   963719
   993639  1047619  1050229  1069535  1083721  1103618  1114597  6039687
  6039972  6533717  6979222  7160231  7409974  7441926  8353115  9396699
  9420048  9803810 12524699 13115699 15452736 15511727 15625746 15778340
 15830972 16100266 17168855]","[911974, 1027835, 1045586, 880253, 1097991]"
1313,"[ 920091 1024629 5567226 5582370  942894  949151  991747 1013407 1029743
 1048462 1137346 6979803]","[1106390, 1099945, 1090330, 919963, 9553382]"
1314,"[ 1102416   953476   976864  1053282 13213312  6534178   849066   991948
  9673969 16769802   896369   911470   919012 15927205 15927923  6533765
  1090291  6534077 12695850 15831034   862671   911974   976199  1005849
  1029743  5978656  6463710  7442056  9859060 15596018   860487  1048507
  9803207  6534166  1019826 12171946]","[1102416, 963365, 1029252, 1015280, 1050741]"
1316,"[ 1005991  1036431  1085604  1106076  6544219  7441570  9704731 13416975
 13775516 15506691]","[1138631, 821565, 864335, 1034955, 1137010]"
1317,[ 909396 1053690 1138292 6034554 7409442  827667  835694  916143],"[1138292, 1016298, 5568489, 1110042, 891505]"
1318,"[  844740   855800   878465   881260   904241   919596   991064  1001019
  1007269  1017471  1027168  1050229  1082304  1092906  1094223  1110624
  1134161  5978656  9297251 12524086 12525302 15596430   820667   821083
   842477   845319   925862   999391  1046816  1081189  1081583  1084755
  1107749 14025678 16729415   836703   844282   852235   927695   932220
   951169   989187   998912  1007752  1041984  1051211  1076176  1078011
  1100368  6464170]","[904241, 947427, 843842, 1092906, 1046816]"
1319,"[  995242  1058997  1103903  1122547  8090440   831125   862853   865856
   874149   913658   979707   993339   995785   998879  1004895  1035836
  1056620  1082185  1115874  1128812  6464086  9677931 15452032 15778683]","[1056933, 993339, 8011285, 874149, 981165]"
